word;pos;PRO_type;decl;person;gender;number;lemma;id;ref1;ref2;F
ale;PRO;pers;suj;3;femi;sg;il;abreja;s2580;46 ;1
ale;PRO;pers;suj;3;femi;sg;il;beati;s35248;5 ;1
ale;PRO;pers;suj;3;femi;sg;il;pseuturp;s337251;32 ;1
ale;PRO;pers;suj;3;femi;sg;il;pseuturp;s337463;21 ;1
ale;PRO;pers;suj;3;femi;sg;il;pseuturp;s337478;7 ;1
ce;PRO;pers;obj;3;masc;sg;ce1-ce;perpraag;s315796;2 ;1
e;PRO;pers;obj;3;masc;sg;et;sergbH;s392374;6 ;1
ele;PRO;pers;suj;3;femi;pl;ele-il;barlaam;s31561;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;abreja;s2887;27 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailea;s3186;1 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailea;s3200;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailea;s3224;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailea;s3394;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileb;s3875;3 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileb;s4042;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailed;s4195;7 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileg;s4585;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileg;s4861;3 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileg;s4885;3 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileg;s5055;3 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aileo;s5241;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailet;s5492;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailet;s5764;4 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailet;s5787;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;ailet;s5948;3 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aiol;s6541;1 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;aiol;s7559;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;alia;s10072;8 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;alia;s10144;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;alia;s10260;2 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;alia;s10478;7 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;alia;s9028;4 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s11704;19 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s11982;1 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12028;15 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12028;20 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12095;17 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12115;10 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12139;11 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12221;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12223;41 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12223;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12282;19 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12304;20 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12306;11 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amad;s12353;39 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amou;s15651;6 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amou;s15777;5 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amou;s15872;4 ;1
ele;PRO;pers;suj;3;femi;sg;ele-il;amou;s15965;5 ;1
